order_id,customer_name,product,size,price_per_unit,total_price,quantity,order_date
d5a94785-2c42-4122-aa03-1d260e8b245b,Karen Vargas,Vans Old Skool,43,245,490,2,2024-08-26 18:56:40
887fab5a-c232-4ddb-83c6-ef3dadaba27c,Martin Hicks,New Balance 327,47,351,1404,4,2024-03-15 11:40:23
27d92207-4912-43e5-a7a2-59c19871a367,Michael Raymond,Asics Gel-Lyte III,38,460,2300,5,2024-07-18 00:03:59
d2c94f02-c5d1-44cc-a4aa-ce8dbcb2d52e,Kelly Graham,Converse Chuck Taylor All Star,47,389,389,1,2024-11-05 00:17:26
55f9da93-4482-4c0f-ab40-c9f5de2c3d60,Miguel Myers,Converse Run Star Hike,37,267,534,2,2024-05-21 06:10:54
808bf914-8faf-47ae-a861-0a06901f5128,Matthew Estrada,Adidas Forum Low,43,403,2015,5,2024-03-05 11:08:17
e40ef3db-915c-4088-b3f3-e7e829cf7c5e,Rodney Perez,Asics Gel-Lyte III,38,498,1494,3,2024-06-16 00:39:04
49c41a34-3450-4ba7-8b8d-febbcf18f7f1,Jeff Collins,New Balance 327,43,147,441,3,2024-04-08 23:15:05
2512febd-8ba2-4baf-b1ec-e305078554c7,Christina David,Nike Air Jordan 1 Retro,45,470,2350,5,2024-03-08 10:05:52
204a7b68-081d-435c-a8ec-f11826add27a,Laura Smith,Salomon XT-6,43,479,479,1,2024-11-11 18:19:31
81c3adb4-453a-47dc-9ca4-ee19818b36be,Amber Watson,Nike ZoomX Vaporfly Next%,43,144,432,3,2024-08-18 20:41:50
1234d7a9-a344-4bd8-92f7-863285188cc2,Toni Butler,New Balance 2002R,38,123,492,4,2024-08-12 10:29:44
a9316b02-40b6-4b05-8aec-f96776cf96fe,Hailey Beck MD,Salomon Speedcross 5,37,383,1915,5,2024-12-15 01:32:05
4b546632-3ae2-445b-8440-263be506074c,Timothy Peterson,Nike ZoomX Vaporfly Next%,44,356,1424,4,2024-12-09 03:01:57
7e74f55f-2cd7-4fb7-92de-b5f9668a0361,Kenneth Gilbert,Vans Sk8-Hi,41,352,704,2,2024-07-02 20:25:34
7f929f36-cdb7-4aeb-a6b4-cef4a5ac087b,Jennifer Young,New Balance 327,45,458,2290,5,2024-08-03 17:14:56
15bbd956-1d12-4d1a-bc91-1d7fbe4f10d6,Donald Hooper,New Balance 2002R,39,238,238,1,2024-09-09 14:42:57
e9c61ae9-eb52-4461-b011-b883b243483f,Lisa Burns,Nike Dunk Low,36,492,1968,4,2024-10-04 22:09:48
03c5f410-f817-4d18-9318-15564922c473,Scott Hines,New Balance 2002R,45,297,297,1,2024-09-24 18:56:44
561f4cb4-ccd5-44ed-ba53-12c8c2de8ef4,Jill White,Adidas Yeezy 700,44,204,612,3,2024-07-25 22:04:29
3945aea2-2b6e-4817-9b3d-82ad7cfc915a,Michelle Rodriguez,Adidas Superstar,39,418,418,1,2024-05-20 18:57:04
d626189d-0d95-4bed-a273-0520a5351daf,Chelsea Brown,Adidas Forum Low,46,440,440,1,2025-01-01 04:25:00
e7ee1d8b-9bc0-4068-a4e0-7a316a2d2de9,George Davis,New Balance 2002R,43,206,824,4,2024-08-29 17:36:12
b71c4f5e-1071-4e24-bdbe-a431ff8eac05,Christine Cardenas,Adidas Ultra Boost,46,377,754,2,2025-01-19 09:32:11
57e243e9-8273-4451-a89c-74cc9925742e,John Randolph,Converse Chuck Taylor All Star,46,428,2140,5,2024-09-16 22:51:19
e324072e-ea51-409e-b9c6-8fde303c7530,Nancy Smith,New Balance 327,45,473,1892,4,2024-07-17 20:27:22
844807c8-8731-4f96-9193-4a568d688cef,Jessica Carey,Nike SB Dunk High,44,119,238,2,2024-09-24 04:14:59
43aa887b-c717-482d-94ee-4aec777edaf7,Matthew Diaz,Adidas Forum Low,44,183,915,5,2024-11-12 17:47:25
4624ae71-ea9c-4b71-ae30-a55c46d125cf,Ashley Martinez,Nike Air Jordan 1 Retro,47,315,315,1,2025-01-24 14:19:29
e4ae6851-9a5d-489f-87bf-ef47732fbd53,Dale Green,Adidas NMD R1,40,162,486,3,2024-07-02 18:15:22
262eda01-8530-4d95-90d5-09e83f1d20bc,Andrea Morton,Puma RS-X,41,346,1038,3,2024-04-06 02:02:02
57ce554c-a483-4881-a454-db39afa97ae3,Kimberly Hayes,New Balance 990v5,43,280,840,3,2024-11-28 23:44:40
bcafced8-c144-44ec-95e5-0dd977ba4b9d,Keith Kline,New Balance 2002R,43,362,1086,3,2024-11-22 22:01:15
670f86b6-5c02-489f-acff-3bdb7d19e79f,Melissa Burch,New Balance 550,38,365,365,1,2024-05-19 05:10:13
73f50dda-20ed-4a49-a0d9-efa4193c59e0,Kenneth Davis,Adidas Yeezy 700,42,248,496,2,2024-04-17 02:56:25
7477b951-737d-4260-930f-3f5b1ff61785,Kevin Underwood,Adidas Samba OG,39,441,882,2,2025-02-12 23:39:55
54149f7a-f099-4918-bb00-fe81c1252338,Charles Allen,Puma RS-X,36,148,592,4,2024-07-27 17:34:49
f048b434-8316-4b39-acc2-f21ab588f863,Michael Thompson,Adidas NMD R1,41,291,873,3,2024-03-03 20:49:24
4ae56071-11dc-4118-9396-202f2e50f6a4,Aaron Johnson,New Balance 550,40,218,218,1,2024-03-19 08:26:16
08baab96-70b5-4b9c-b889-c60cb8397f43,Shawn Miller,Nike SB Dunk High,36,379,1516,4,2024-11-22 19:18:46
b9c8aa2c-cb62-4bdc-93fe-ca09035e0f37,Christopher Ewing,Salomon XT-6,38,477,2385,5,2024-06-10 19:50:46
9227e55e-4e2d-4334-80f7-3d0b4b064f93,Thomas Mcmahon,Adidas Yeezy Boost 350,37,324,648,2,2024-12-15 11:01:17
1206b8ce-a914-481c-b59a-5a2038a28489,Austin Ramirez,Reebok Club C 85,46,421,1263,3,2024-03-01 20:01:34
2882ffbe-ba0a-4726-868e-41b2df4e8133,Michael Small,Adidas Yeezy Boost 350,41,335,1005,3,2024-03-25 17:13:11
69e453cb-627f-45e7-9f68-c46faf239b05,Kelly Young,Nike Dunk Low,37,213,1065,5,2024-03-07 12:26:00
fa659f11-d097-4ddf-aae6-e2331c6ec497,Catherine Wheeler,Adidas Ultra Boost,46,287,861,3,2024-08-22 21:24:46
eccfc94a-40d1-48a0-8bd7-d6cd8274f034,Leah Willis,Puma Suede Classic,37,291,582,2,2024-10-12 04:04:06
dc862355-a9f1-47f6-8125-310844e1faf2,Megan Morris,Adidas Yeezy 700,36,426,1278,3,2024-07-08 08:28:37
dfd6b9c9-3b6c-4a85-b79b-3f45f40caead,Angela Middleton,Puma RS-X,36,457,1828,4,2024-09-11 01:35:39
2676c476-eb64-4862-9196-122c5ab38bbd,Jennifer Ward,New Balance 550,46,194,194,1,2024-10-10 22:46:18
843028d9-96c6-4b22-bfba-12f63b9ee4bb,Jennifer Underwood,Adidas Yeezy 700,43,441,441,1,2024-04-27 14:49:03
d43dd11b-1da1-4222-83aa-9a5706618672,Jorge Leonard,New Balance 327,45,217,1085,5,2024-11-25 23:56:17
3409c8b9-20cb-4bc3-bc4f-ea062d59349e,Robert Lutz,Adidas Forum Low,45,278,556,2,2025-02-20 02:24:46
bb5e57a8-44b7-4484-bdca-c3c504cd5b87,Danny Mccann,Asics Gel-Lyte III,36,215,430,2,2025-01-18 06:39:17
0ba586f3-517b-4f9e-92fb-5d68212589b7,Rachel Espinoza MD,Adidas Yeezy 700,39,240,1200,5,2024-11-28 22:19:30
c049b85d-acc5-4d35-94f6-1aefd658a536,Monica Powers,Reebok Club C 85,43,138,276,2,2024-04-26 00:09:47
bf7bad6f-39ac-4d61-af83-48aba26e7003,Rachel Porter,Nike Air Max 90,38,190,570,3,2025-01-11 03:59:28
e2b68c45-4f34-4fa9-9ac3-3c343e6e848b,Karen Melendez,Asics Gel-Kayano 14,45,361,1083,3,2024-04-13 07:39:58
b3c32a26-ac8b-4058-b038-f588b46bed0f,Terry Carroll,New Balance 550,46,422,422,1,2024-06-21 19:31:26
4ebaed07-48ad-4376-adfe-725cceba639c,Bradley Gardner,Salomon XT-6,45,243,1215,5,2024-06-06 00:45:26
85b92bef-477f-4c97-8d21-fa552355c895,Cynthia Hess,Converse Chuck Taylor All Star,45,299,897,3,2024-03-30 00:23:58
be42b9e5-fea5-4346-b520-ef60231f289c,Kelly Jackson,Puma RS-X,44,159,477,3,2025-02-18 15:28:19
b5837195-b754-438b-b78c-3434cd48c73b,Debra Robertson,Asics Gel-Lyte III,46,496,1984,4,2024-11-27 21:27:03
5aabb818-ce44-44c3-abc0-a919594072bc,Alex Griffin,Nike Air Jordan 1 Retro,36,477,1908,4,2025-02-15 21:46:37
0fd1e906-555b-4622-8a00-e61738f448dc,Mr. Bradley Henderson,Adidas Yeezy Boost 350,38,442,884,2,2024-08-25 07:34:00
0bd7f0c7-6790-4b2e-9bce-521d0d746426,Blake Foster Jr.,Nike Air Max 90,45,451,1353,3,2025-02-01 12:40:18
a2d15f6c-ee1b-46d7-a76d-11b51e8deb8c,Dakota Montes,Adidas Yeezy 700,38,319,638,2,2024-10-23 08:57:21
cd42632d-f259-43ea-a6ed-29310edb85bf,Heather Wilson,Reebok Classic Leather,40,264,1056,4,2024-04-16 17:40:06
1d0b3906-9f24-4ec2-8bdc-4656b5e607f1,Christopher Park,Vans Sk8-Hi,45,161,161,1,2024-07-15 19:47:52
4ea32974-e915-402f-afe5-04b0e30af354,Monica Bentley,Salomon XT-6,47,183,915,5,2024-08-29 01:24:47
ec5afc0e-e9e3-465f-be54-5a4ff80e3e94,Christine Salazar,Salomon Speedcross 5,38,365,1460,4,2024-06-27 14:14:20
b7320630-eb24-45db-a3fe-e1d285077c84,William Harrison,Asics Gel-Kayano 14,39,172,172,1,2024-06-28 15:47:07
94a049b9-25c4-4e45-a11d-a93072180e25,Gail Garcia,Asics Gel-Lyte III,43,500,2000,4,2024-06-23 12:08:01
457d4108-c87f-4d8b-9759-dd8a3cdcfe21,Michelle Wheeler,Salomon Speedcross 5,39,240,1200,5,2024-09-10 11:30:32
8a1418d1-4e8b-4afc-9f49-40b1b9e21149,Austin Benton,Adidas Forum Low,38,401,1203,3,2024-06-14 12:46:55
ec30a646-ce0d-419f-aec9-9f5bb485c77f,Dana Johnson,Adidas Superstar,39,436,2180,5,2024-10-22 07:16:55
1bff8677-5663-427e-a21f-d89c39578371,Sarah Miller,Nike Air Jordan 1 Retro,37,101,505,5,2024-10-01 08:58:07
842bd34b-7e5f-4803-bb27-c54d55352b90,Dana Shelton,Adidas Superstar,47,223,1115,5,2024-08-27 09:03:01
2b8c2db8-e3d6-4907-a33f-c527b4643468,Devin Romero,New Balance 990v5,41,256,768,3,2024-12-09 16:05:41
c401f85c-f04b-41f4-9170-f741fe1678d9,Gary Warren,Nike Dunk Low,40,107,321,3,2024-12-09 20:23:33
2b7fb5a8-9e9e-4998-b7bd-700de1052151,Steven Wells,Nike Air Max 90,39,209,836,4,2025-02-15 07:05:08
b4fa78c9-73e2-4184-97b8-76626a0ccaee,Patricia Porter,Adidas Yeezy Boost 350,45,432,432,1,2024-10-09 20:30:26
ea1665ea-faef-4761-89a4-ab1a685ee411,Tammy Jackson,Puma Future Rider,47,324,972,3,2025-01-07 10:47:03
51bf4a80-faf9-4589-ba92-2a8aa1f413df,Daniel Ellis,Adidas Yeezy Boost 350,43,458,458,1,2024-03-15 18:48:58
7bed2a87-d27f-4f04-9773-bd6a8f6ccad1,Dillon Cole,New Balance 990v5,44,433,2165,5,2024-09-16 06:46:10
61505b22-bb92-441a-8cdb-a0b5f1168358,David Graham,Adidas Forum Low,42,242,484,2,2024-11-26 05:10:44
c4d44352-d82b-4d06-b0a6-c35a677d60f2,Bonnie Olson,New Balance 550,45,119,238,2,2024-04-29 07:26:05
267d8fc6-5a3a-4bdf-beba-970d4c55ea59,Allison Hill,Salomon XT-6,37,382,382,1,2024-09-20 18:58:03
758d4213-2517-4dfb-8df0-03031dd74582,Sheila Freeman,Adidas Samba OG,38,101,404,4,2024-05-28 14:00:56
c2e12fe9-fbd7-4c89-9cc2-f9a217c34679,Suzanne Mooney,Nike SB Dunk High,37,367,1835,5,2024-11-05 18:06:31
07322a64-ff81-48e9-b0ee-52a35f7d6a37,Terry Ramos,Puma Suede Classic,39,152,304,2,2024-12-28 13:53:21
beac1f26-2cb6-4088-ae5f-160d25cbdd99,Katherine Horton,Reebok Club C 85,41,245,245,1,2024-10-06 16:13:26
3a5f010d-3b4b-4531-9652-eccf93f12d66,Brent Wilson,Vans Old Skool,43,449,1347,3,2024-06-28 12:34:59
4b81f009-0720-43c5-8476-6b4c76eaf3df,Richard Reid,Salomon Speedcross 5,43,122,122,1,2024-07-09 14:13:37
f2ef14ad-0cb6-4e30-8f4b-bfb380b7b47a,Taylor Scott,Reebok Classic Leather,39,363,1089,3,2025-01-26 15:43:31
1d7d1d2c-5d1f-4e31-92fa-22e7a50d9232,Frederick Bradley,New Balance 550,38,222,1110,5,2024-08-30 22:28:00
c6eff187-3c9e-4cfa-9241-a1fa6eddefd7,Jerome Thompson,Reebok Club C 85,37,444,444,1,2025-01-02 21:25:55
f8614b97-c1c7-4175-af80-bd2ba8d9d6e2,Dr. Phillip Curry,Adidas Yeezy Boost 350,42,473,473,1,2024-12-09 11:25:25
8d211086-b062-4ffe-bb43-ef2a594ff323,Tara Shelton,Asics Gel-Kayano 14,43,209,1045,5,2024-05-05 14:30:33
fb0b25cb-22dc-4824-a685-2bc76d222000,Jeffrey Smith,Adidas Ultra Boost,36,362,1448,4,2024-08-15 04:42:07
f1b42755-51cd-4db5-a6d7-9ab02af192e7,Samuel Tran,New Balance 990v5,41,312,1248,4,2024-04-17 05:20:25
26367d3b-a3b1-4b42-9657-9f4b52d56ed2,Lisa Garza,Adidas Forum Low,43,278,1112,4,2024-03-27 14:39:04
fab6e0fc-dd0b-47b6-8510-37597b68b03f,George Anderson,Reebok Club C 85,43,447,447,1,2024-09-01 23:31:05
28fb41d3-e768-4497-a6f1-8bc94f60bc9d,Laura Carter,New Balance 550,42,187,374,2,2024-10-11 10:01:29
1e7dfecd-76ec-4465-a9e5-4ab3c0d422ec,Joshua Randolph,Adidas Ultra Boost,43,470,2350,5,2024-05-13 02:29:54
3d66a6fb-72e2-471e-b266-8d63987cfa75,Brent Rodriguez,Puma Suede Classic,39,409,818,2,2024-05-15 19:37:47
459171ef-94b9-4d92-859a-ec750cc6a4de,Daniel Horton,Puma Suede Classic,42,435,870,2,2025-02-15 15:07:18
0c85f7b9-5461-4f9d-bd22-37a8a651b30e,Brent Lowery,Adidas NMD R1,43,214,642,3,2024-12-14 21:25:12
3a4e51bc-9644-4026-93d9-77154720a376,Karen Lopez,Nike Dunk Low,38,215,645,3,2024-12-01 09:53:03
01911e92-483e-47f4-b0ac-caa2db0f7dbc,Laurie Morrow,Asics Gel-Lyte III,37,219,438,2,2024-11-15 00:16:55
a2f918f6-cd47-4868-a47b-c7ff62092af5,Ryan Hernandez,Puma Suede Classic,40,448,2240,5,2024-03-31 17:56:51
2389dd31-32f3-40f3-930b-da3cb00cab84,Alexa Williams,Asics Gel-Kayano 14,42,122,488,4,2024-05-25 13:32:03
2e8be19f-92a5-442b-9bd5-fd8233a656b7,Robin Hansen,Nike Air Force 1,40,283,849,3,2024-08-15 22:04:09
e05083a5-3947-4137-8412-1972382b373e,Michael Mcguire,Reebok Club C 85,46,190,380,2,2024-10-29 19:30:10
ada6bc04-82ea-4e10-9b25-3df866c70d33,Andrea Vargas,Adidas Forum Low,47,450,2250,5,2025-02-12 04:24:25
e3e9f897-a8cc-43f6-9e98-67e2483d1b76,Ernest Gentry,Nike Air Jordan 1 Retro,46,470,1410,3,2024-08-04 21:21:15
045183bf-d2bb-4f54-8383-8405017cfdee,Christina Williams,Vans Sk8-Hi,39,464,2320,5,2025-01-04 01:09:46
c1762b87-1eba-4200-abfb-f1ba82c8f3ae,David Brown,Nike Dunk Low,40,315,630,2,2024-04-23 02:15:48
e2eed2a3-dd49-4a8c-93da-1be0f75ee7d5,Dawn Green,Adidas NMD R1,47,173,173,1,2024-04-09 14:57:18
843069bd-ec84-4e9e-a9bf-3382cbaccf6d,Jennifer Fletcher,Salomon XT-6,42,152,456,3,2024-08-02 18:40:58
34c0f546-c20c-47a2-9f0f-037f6edf5c28,Andrea Rivers,New Balance 550,44,248,744,3,2025-02-12 06:17:00
08cd2b1c-6a65-48e3-ae4b-712f29ed536a,Brian Kim,Puma RS-X,43,294,588,2,2025-02-18 07:33:37
c3b67943-d5a2-4eb0-b705-e8f01667fb67,Matthew Schmidt,Salomon Speedcross 5,47,185,555,3,2024-11-25 08:40:07
39fcc916-b1e5-4399-a560-f078ebee3fd5,Rachel Perez,Nike SB Dunk High,44,246,492,2,2025-01-30 03:45:11
b9e4bc3c-56ee-48ae-a08b-f8901ce86ee5,Joshua Walters,Asics Gel-Kayano 14,44,355,1775,5,2024-04-14 20:56:00
b84af634-4909-41cf-ad97-50a3c95d30ff,Alexander Garcia,New Balance 550,47,182,546,3,2024-06-17 14:24:05
b4f72908-6eb1-4484-b917-31c042e6858f,Timothy Stone,New Balance 550,41,434,1736,4,2024-10-27 11:22:09
0f9b6f83-6bc8-40d5-97c2-d7cd6695b5a6,Kimberly Williams,Vans Old Skool,42,482,964,2,2024-04-18 00:50:39
87d0ba17-dbfb-4e52-8ced-45c60ee3b46e,Alexandria Stephens,Asics Gel-Kayano 14,37,123,492,4,2025-01-24 07:51:59
7f54a8b0-c657-4b6a-a167-7744ad206abb,Mark Hernandez,Adidas Yeezy Boost 350,46,443,886,2,2024-09-06 09:55:22
bfe5d32a-55b3-4336-975d-0fb39832f202,Joshua Hendricks,Nike Air Jordan 1 Retro,45,370,1110,3,2024-10-26 08:13:36
4cb51bca-a686-427f-b9ce-71cd6114044d,Monique Garner,Converse Chuck Taylor All Star,39,198,792,4,2024-04-12 21:14:31
35c09096-31e0-4bf1-b376-a6d9b36e9142,Michael Clark,Salomon Speedcross 5,40,436,872,2,2025-02-13 10:03:01
82e64332-480b-4914-8617-432fcfe6bfc2,Jason Brown,Vans Old Skool,42,414,828,2,2025-01-12 19:55:52
aca216d8-93a6-43d0-8afe-7224e178811d,Michelle Sosa,Nike Blazer Mid '77,37,226,226,1,2024-08-01 04:29:32
0c00ba8c-45ae-4958-b0b3-9e08a84c204b,Victoria Clark,New Balance 327,43,184,736,4,2024-11-24 12:01:17
5d94f482-18d5-424e-a6dd-d13efa6671ff,Benjamin Vega,Adidas Yeezy Boost 350,39,131,262,2,2024-05-26 16:28:49
f9909944-7861-434a-8320-d2a813fd28dd,Isaac Rodriguez,New Balance 990v5,45,366,1464,4,2024-09-29 07:31:24
3a827b4b-86db-4b7a-9cc5-d2353d7862e5,Mrs. Rebecca Hull,Reebok Club C 85,47,133,266,2,2024-06-12 09:57:57
62372417-616f-4028-99e9-8d08e70a6cef,Alvin Moore,Nike Blazer Mid '77,40,354,354,1,2024-04-04 11:16:23
02c451d8-bd45-4926-8799-5dccbbb15ef9,Kimberly Saunders,Nike Air Jordan 1 Retro,42,253,253,1,2024-10-07 15:42:42
1f715d7e-0d29-47f7-a5a4-f068d2272296,Ruth Flores,Vans Old Skool,42,330,1320,4,2024-08-11 01:42:02
9a82b42c-be7a-4e64-863e-bb8fa4f487fc,Jasmine Thomas,Nike Air Jordan 1 Retro,46,105,210,2,2025-01-21 03:33:13
0fdb1d5e-62e2-44cf-801b-b050db754c6d,Julie Johnson,Adidas Samba OG,37,143,143,1,2024-12-07 01:46:00
bba7a719-1529-435c-a6f1-cc3bc505a3de,Troy Waters,Adidas Yeezy 700,36,412,1236,3,2024-07-12 08:51:09
cbd21d84-96e1-4715-9625-80219b126d36,Mary Clark,Adidas Yeezy Boost 350,47,498,498,1,2024-09-19 03:51:20
fa775c26-4eca-401c-964c-d18806d91dfe,Laura Dixon,Adidas NMD R1,46,310,1240,4,2024-09-30 04:02:02
4f2f78f6-2562-4450-bb0c-3fa4ffa6f57d,Stephanie Stanley,Puma Suede Classic,43,395,790,2,2024-12-23 06:43:30
573c1c23-0271-4034-9fbf-1c03d2060059,Dennis Santiago,New Balance 2002R,41,492,2460,5,2025-02-10 03:15:27
2d99a330-73c7-48a4-8f74-4310241fac75,Randy Spencer,Asics Gel-Lyte III,42,381,1524,4,2024-12-31 05:34:29
c87d1df1-9d23-45a1-83fe-2b5b0b07576e,Rebekah Lawson,Vans Sk8-Hi,37,326,326,1,2025-02-20 01:09:18
223d1c68-2d97-4d76-b099-043e08b8edd2,Trevor Hall,Converse Run Star Hike,39,209,418,2,2024-09-28 21:28:32
7ed6c1e5-5812-4217-9c52-b0c8515dd081,Olivia Hernandez,Salomon Speedcross 5,45,422,1266,3,2024-10-03 18:02:13
07773a69-284b-44f2-bd01-17c75c46098b,Jim Lang,Converse Chuck Taylor All Star,44,385,1155,3,2024-04-26 17:02:39
d943c2f1-fbaf-414e-b9e1-61d8dd5c206d,Deborah Sloan,Adidas Forum Low,46,465,2325,5,2024-07-30 08:00:44
1dc74716-92bf-4bf8-a75d-65c363329f0b,Todd Petersen,Adidas Forum Low,40,142,426,3,2024-10-06 03:29:50
e49a7c94-4f49-49d2-8540-2ed7d83fb1dd,Mariah Davis,Nike Blazer Mid '77,43,450,1350,3,2024-05-18 09:02:51
0764417b-9dda-4d70-b681-0d2a21f374c9,Lori Wilkerson,Nike Dunk Low,37,117,117,1,2024-11-16 01:48:08
2c95a8bd-1e14-473d-85f7-4a0b0d065a30,Amy Ross,Nike ZoomX Vaporfly Next%,41,190,380,2,2024-09-30 00:50:47
c1ee3443-1933-4749-8f2d-e2505e814b79,Jasmine Proctor,New Balance 2002R,36,175,350,2,2024-03-20 09:31:32
ad60ecbf-a647-48d6-a459-ee3c995c090a,Maria Jones,Asics Gel-Kayano 14,41,154,154,1,2024-04-20 04:23:06
459f5293-48e9-4923-8fd5-9f8d03bf1ee6,Melissa Palmer,Salomon Speedcross 5,47,470,940,2,2024-08-09 18:52:50
5ab5c814-d2ea-45f1-95f3-786a655a8a3d,Catherine Gallegos,Nike Air Force 1,44,499,998,2,2024-09-20 23:05:47
fb6473fa-efa1-4c7f-8402-b4ddb448ec0f,Melinda Carter,Asics Gel-Kayano 14,42,203,609,3,2024-05-22 02:50:15
5dc70394-ea6e-49b6-8cf9-12d84a30f887,Kenneth Turner,Salomon Speedcross 5,47,419,419,1,2025-01-25 06:56:08
c15e9a56-7809-4410-b7d8-dd512b9e9cb5,Michelle Fowler,Adidas Ultra Boost,36,254,762,3,2024-09-22 08:18:43
614918b4-415b-455e-9e9e-bfd1b700d435,Timothy Long,Converse Run Star Hike,40,411,1644,4,2024-11-20 04:38:20
9b4f836d-25cc-48d6-85b9-617639f62612,Julian Shaw,Vans Old Skool,45,393,393,1,2025-01-26 15:09:46
3f45143d-cc61-4f8a-a9ed-aab52f979ef7,Latasha Park,New Balance 990v5,36,293,293,1,2024-07-01 23:50:02
40dbe07b-a690-483d-8509-ea9aa028c889,Jennifer Mcdowell,Vans Sk8-Hi,39,227,681,3,2024-12-30 13:28:52
25fc36ac-6b42-450d-845c-d35c3b72d9e0,Randy Myers,Converse Chuck Taylor All Star,46,276,828,3,2024-05-10 15:46:19
9a064755-7b67-4c1b-b3c6-fd947cbafd92,Ryan Bryant,New Balance 550,46,137,685,5,2025-01-23 07:25:18
441626d2-14a4-4432-822d-9b41771d125c,Shannon Mitchell,Puma Future Rider,36,216,216,1,2024-06-13 12:05:44
1f205c74-f37a-493c-8c5c-18d5628a1581,Rebecca Howe,Nike ZoomX Vaporfly Next%,37,249,1245,5,2024-03-18 14:45:19
e757d877-38bb-455d-a655-97c1cda98d77,Diana Andrews,Adidas Samba OG,38,143,286,2,2024-12-18 20:12:19
b3304779-7004-4b18-b3fb-958954526802,James Walsh,Adidas NMD R1,41,240,720,3,2024-08-28 07:14:31
8ecedc32-750e-4574-9ee2-c0a2b60c0517,Isaiah Lee,Nike Air Force 1,37,498,996,2,2024-05-01 23:01:14
7f900c76-e676-47d5-a687-109bf126a646,Laura Boone,New Balance 2002R,41,134,670,5,2024-07-27 01:04:58
1bfbcb6c-6b46-43fa-bc2a-5cbe782fa74f,Jacob Pierce,New Balance 2002R,47,110,330,3,2024-11-14 22:44:35
fa43c21a-bf67-4869-a7cd-b54ea1a588dc,Jared Kemp,Nike Air Max 90,42,118,354,3,2024-05-06 04:45:18
32708ec6-e70b-426b-8356-31eeb5ca6478,Susan Ramirez,Nike Air Force 1,45,207,207,1,2024-10-09 15:01:13
26a5f3ce-8cb2-4519-a99b-e42c22155337,Stacey Gonzales,Adidas NMD R1,44,334,1670,5,2024-11-23 07:02:18
fc73260f-a71a-42eb-80bc-f73543e824df,John Williams,Nike Blazer Mid '77,42,337,674,2,2025-02-14 01:08:59
47ed377a-ea9f-4fa8-a7ee-8239c6764399,Jessica Hall,Nike Air Max 90,43,381,1905,5,2024-12-10 09:26:06
19767ba8-1dba-4aff-ba83-09836c0ea666,Jeffrey Rose,Adidas Yeezy Boost 350,45,230,920,4,2024-11-24 11:43:02
1e0a792f-48ee-48c2-857a-c80642a39c4e,Caitlin Garcia,Converse Chuck Taylor All Star,41,161,644,4,2024-11-02 15:06:08
52ae2734-14df-42c5-9107-f06842d6f734,Kenneth Chambers,Reebok Club C 85,37,213,213,1,2025-01-24 22:23:26
f940f227-8f8c-478d-a565-e93ed008d6a5,Joshua Jimenez,Nike Air Max 90,41,488,1952,4,2024-05-24 00:59:44
4ea79519-fc24-424a-9adc-dd79deee9de7,Sarah Hill,New Balance 327,41,317,1585,5,2024-09-27 17:50:10
